,Country,Region,Year,Ladder,Log GDP,Social Supp,Life expectancy,Freedom,generosity,Corruption,Violence,Rate Beds,Rate Medical,Rate Nursing,Rate Dentists,poverty_gap,poverty_severity,gini
1519,Togo,Sub-Saharan Africa,2015,3.768,7.277,0.479,53.5,0.772,-0.069,0.733,-0.231348053,,0.483,2.957,0.024,0.2348801198281785,0.1302564328459068,0.4305613941279111
1521,Togo,Sub-Saharan Africa,2011,2.936,7.146,0.303,51.58,0.584,-0.07,0.832,-0.162598491,7.0,,,,0.266828023975342,0.1512049477226062,0.4602058197214786
1530,Tunisia,Northern Africa,2015,5.132,9.261,0.609,66.0,0.711,-0.226,0.815,-0.96038723,21.8,12.68,25.828,3.023,0.0001736638830033575,4.040452495129392e-05,0.3281588249697604
1535,Tunisia,Northern Africa,2010,5.131,9.222,0.863,65.1,0.624,-0.135,0.732,-0.063976362,20.9,11.928,21.878,2.873,0.0028082277040662,0.0008400526491886384,0.3580825613937094
1537,Turkey,Middle East and North Africa,2018,5.186,10.251,0.847,66.8,0.529,-0.176,0.805,,28.5,18.492,29.809,3.697,8.323296386224844e-05,2.0503896997350675e-05,0.418775203427554
1538,Turkey,Middle East and North Africa,2017,5.607,10.238,0.876,66.4,0.644,-0.237,0.671,,28.1,18.272,26.786,3.397,0.00014979748081043564,2.2436037141139963e-05,0.4140566673668889
1539,Turkey,Middle East and North Africa,2016,5.326,10.181,0.88,66.0,0.644,-0.065,0.764,,27.5,17.876,25.353,3.292,0.0003313416215703638,7.557818176961066e-05,0.4187370477103133
1540,Turkey,Middle East and North Africa,2015,5.514,10.166,0.851,65.6,0.653,-0.016,0.806,,26.8,17.736,25.85,3.118,0.0005577853081645649,0.00022885522052388545,0.4285445765747807
1541,Turkey,Middle East and North Africa,2014,5.58,10.124,0.863,65.36,0.649,-0.024,0.764,,26.8,17.362,24.999,2.944,0.00029288561567598697,6.952354049577016e-05,0.4123656292092433
1542,Turkey,Middle East and North Africa,2013,4.888,10.091,0.795,65.12,0.541,-0.229,0.698,,26.5,17.47,25.2,2.911,0.0005065867780557394,0.0001547710009771353,0.4017849788951964
1543,Turkey,Middle East and North Africa,2012,5.309,10.026,0.739,64.88,0.471,-0.216,0.702,,26.6,17.239,25.024,2.843,4.122689197540189e-05,2.384371269714851e-06,0.4016893689079056
1544,Turkey,Middle East and North Africa,2011,5.272,9.996,0.692,64.64,0.446,-0.242,0.649,,26.2,16.991,23.848,2.845,8.614952120120155e-05,6.587689390596462e-06,0.4003935479036743
1545,Turkey,Middle East and North Africa,2010,5.49,9.906,0.795,64.4,0.515,-0.187,0.811,,27.4,16.865,22.558,2.928,0.0008542530514281095,0.00012648450939119888,0.3878508030864183
1546,Turkey,Middle East and North Africa,2009,5.213,9.838,0.755,64.04,0.456,-0.227,0.853,,26.2,16.426,21.396,2.851,0.0005127563282096799,5.057507474749717e-05,0.3896530913893944
1547,Turkey,Middle East and North Africa,2008,5.118,9.899,0.645,63.68,0.415,-0.189,0.785,,25.8,15.865,20.693,2.798,0.0016492854119821,0.0007190815826008261,0.3902053996948604
1548,Turkey,Middle East and North Africa,2007,5.623,9.903,0.792,63.32,0.459,-0.178,0.8,,25.4,15.383,20.127,2.736,0.001416126168369,0.0002096889913749516,0.3844279897101714
1560,Uganda,Sub-Saharan Africa,2016,4.233,7.637,0.754,54.9,0.739,0.132,0.811,-0.715322733,,,16.783,,0.1373011789128873,0.059727808829247,0.4275369263085522
1564,Uganda,Sub-Saharan Africa,2012,4.309,7.592,0.885,52.04,0.649,0.081,0.838,-0.86896652,,0.983,11.909,,0.1129806753189397,0.0489079686608471,0.4100996667026966
1567,Uganda,Sub-Saharan Africa,2009,4.612,7.505,0.852,49.42,0.76,-0.037,0.84,-0.991805792,4.0,,,,0.1570031311353943,0.0724584977692164,0.44195559305551
1570,Ukraine,Central and Eastern Europe,2018,4.662,9.42,0.901,64.6,0.663,-0.074,0.943,-1.869737387,,,,,2.6878308397504297e-05,7.271536805090984e-06,0.2607148570748786
1571,Ukraine,Central and Eastern Europe,2017,4.311,9.382,0.858,64.3,0.599,-0.002,0.937,-1.870537519,,,,,4.963431669503834e-05,1.0052232442923692e-05,0.2604904909096702
1572,Ukraine,Central and Eastern Europe,2016,4.029,9.353,0.885,64.0,0.503,0.011,0.891,-1.856479883,,,,,5.485883564691674e-05,4.826698517782217e-06,0.2500220300102461
1573,Ukraine,Central and Eastern Europe,2015,3.965,9.327,0.909,63.7,0.431,-0.033,0.952,-1.961800098,,,,,0.00015466953210115718,2.4153484588575265e-05,0.2545754032542647
1574,Ukraine,Central and Eastern Europe,2014,4.297,9.426,0.877,63.4,0.533,0.084,0.927,-2.020833492,74.6,29.898,66.556,5.97,2.597988890367204e-05,7.230426848524016e-06,0.2402536590667309
1575,Ukraine,Central and Eastern Europe,2013,4.711,9.438,0.897,63.1,0.569,-0.216,0.937,-0.77728498,88.0,34.949,75.669,6.828,2.903954931992533e-06,1.9102221076089483e-07,0.2455498554343047
1576,Ukraine,Central and Eastern Europe,2012,5.03,9.436,0.898,62.8,0.564,-0.223,0.896,-0.092274904,89.1,34.947,75.211,6.759,3.778373387061776e-05,1.3151529480696726e-06,0.2474065688785255
1577,Ukraine,Central and Eastern Europe,2011,5.083,9.431,0.859,62.5,0.579,-0.228,0.933,-0.070431463,90.5,34.921,74.882,6.647,3.659698127187129e-06,1.180181809446882e-07,0.2455184384758181
1578,Ukraine,Central and Eastern Europe,2010,5.058,9.374,0.884,62.2,0.484,-0.189,0.954,0.013131719,93.8,34.913,74.898,6.599,9.987664980437796e-06,9.446262531675752e-07,0.248189755857085
1579,Ukraine,Central and Eastern Europe,2009,5.166,9.332,0.845,61.68,0.46,-0.241,0.962,-0.302319407,94.0,34.986,75.616,6.474,0.00014058064739392803,3.392844576132159e-05,0.253166636710981
1580,Ukraine,Central and Eastern Europe,2008,5.172,9.488,0.86,61.16,0.487,-0.265,0.929,0.042514395,87.5,31.242,66.218,4.613,4.122405743481354e-05,1.0653365776429605e-05,0.2663823016482356
1581,Ukraine,Central and Eastern Europe,2007,5.252,9.459,0.82,60.64,0.494,-0.241,0.968,0.172825918,87.2,30.92,66.544,4.61,0.0001753540642401878,3.673196947820371e-05,0.2701268645092795
1582,United Arab Emirates,Middle East and North Africa,2018,6.604,11.112,0.851,67.1,0.944,0.054,,0.704976201,,26.635,60.347,6.863,0.0,0.0,0.2596627908793754
1587,United Arab Emirates,Middle East and North Africa,2013,6.621,11.001,0.864,66.46,0.936,,,0.894792199,11.5,18.3,35.105,3.635,0.0,0.0,0.3251042089124588
1592,United Kingdom,Western Europe,2018,7.233,10.743,0.928,72.3,0.838,0.226,0.404,0.079742476,25.0,28.344,85.377,5.268,0.0029279351364951,0.0024695042425552,0.3369105611398949
1593,United Kingdom,Western Europe,2017,7.103,10.736,0.937,72.1,0.813,0.291,0.419,0.38615787,25.4,28.142,83.07,5.262,0.0023887861086527,0.0022889601820166,0.3260916031088291
1594,United Kingdom,Western Europe,2016,6.824,10.724,0.954,71.9,0.821,0.25,0.458,0.360454053,25.7,27.833,83.561,5.311,0.0022099057536581,0.0019599580156519,0.3310932695431402
1595,United Kingdom,Western Europe,2015,6.515,10.712,0.936,71.7,0.833,0.3,0.456,0.517747939,26.1,27.733,83.799,5.308,0.001852279058707,0.0013765188785654,0.3331196422017011
1596,United Kingdom,Western Europe,2014,6.758,10.697,0.91,71.62,0.857,0.355,0.484,0.415347636,27.3,27.422,84.058,5.303,0.0020896582673368,0.0017729042862085,0.331409393307795
1597,United Kingdom,Western Europe,2013,6.918,10.679,0.937,71.54,0.905,0.346,0.568,0.486201435,27.6,27.057,84.071,5.237,0.0015393327224302,0.0009693047376023506,0.3269956776215158
1598,United Kingdom,Western Europe,2012,6.881,10.664,0.935,71.46,0.889,0.371,0.425,0.402270734,28.1,26.966,84.146,5.214,0.0021262054603076,0.0018476427050473,0.3309064513122761
1599,United Kingdom,Western Europe,2011,6.869,10.657,0.949,71.38,0.9,0.336,0.438,0.351707608,28.8,26.912,86.823,5.249,0.0017426317097597,0.0012279373340807,0.3319108455087093
1600,United Kingdom,Western Europe,2010,7.029,10.649,0.955,71.3,0.841,0.403,0.587,0.411818206,29.3,26.557,88.934,5.146,0.0018616347271336,0.0014068036514462,0.337056002415401
1601,United Kingdom,Western Europe,2009,6.907,10.638,0.964,71.02,0.816,0.341,0.559,0.121949501,32.6,26.526,89.945,5.044,0.0021419142649437,0.0018430237062154,0.3513736293598632
1602,United Kingdom,Western Europe,2008,6.986,10.689,0.954,70.74,0.759,0.331,0.548,0.492879868,33.3,25.709,91.654,4.959,0.001900713116195,0.0014633793519472,0.3544512361831283
1603,United Kingdom,Western Europe,2007,6.802,10.699,0.97,70.46,0.838,0.336,0.498,0.574654937,33.9,24.923,91.46,4.807,0.0018599649694872,0.0014191216910012,0.3441314830858275
1604,United States of America,North America and ANZ,2018,6.883,11.025,0.904,68.3,0.825,0.116,0.71,0.421417832,,25.704,154.468,6.007,0.0086287517902592,0.0078532950471444,0.41407843639923
1605,United States of America,North America and ANZ,2017,6.992,11.001,0.921,68.4,0.868,0.197,0.681,0.291817456,28.7,,143.731,6.019,0.0101039015727743,0.0091647671053609,0.4118055869829951
1606,United States of America,North America and ANZ,2016,6.804,10.986,0.897,68.5,0.758,0.144,0.739,0.402302891,27.7,,,6.005,0.0089179404113487,0.0081985169755807,0.4112188598471499
1607,United States of America,North America and ANZ,2015,6.864,10.977,0.904,68.6,0.849,0.219,0.698,0.678062379,28.0,,,,0.0090566543149232,0.0082656113865079,0.4123877761737015
1608,United States of America,North America and ANZ,2014,7.151,10.956,0.902,68.62,0.866,0.221,0.702,0.582419634,28.3,,,5.971,0.0101823775745485,0.0091459109049813,0.4151160601594922
1609,United States of America,North America and ANZ,2013,7.249,10.939,0.925,68.64,0.792,0.274,0.747,0.643072605,28.9,,,5.993,0.0082797147187603,0.0074706650255911,0.4065201194217036
1610,United States of America,North America and ANZ,2012,7.026,10.928,0.903,68.66,0.823,0.215,0.71,0.632442117,29.3,,,5.966,0.0084960899903108,0.0076578541450802,0.4093686137107664
1611,United States of America,North America and ANZ,2011,7.115,10.913,0.922,68.68,0.863,0.161,0.697,0.591247261,29.7,,,5.929,0.0082652128842096,0.0074808139416665,0.4093711251638832
1612,United States of America,North America and ANZ,2010,7.164,10.905,0.926,68.7,0.828,0.244,0.69,0.438403934,30.5,,125.049,5.887,0.0087054570677191,0.0079452229366006,0.4001071302483324
1613,United States of America,North America and ANZ,2009,7.158,10.888,0.912,68.54,0.831,0.201,0.665,0.447313607,30.8,,,5.88,0.0073005000174586,0.0066000989052682,0.4061081361643418
1614,United States of America,North America and ANZ,2008,7.28,10.922,0.953,68.38,0.878,0.255,0.668,0.582659543,31.3,,,5.836,0.0086806842481612,0.0078972227185059,0.4081219270810414
1615,United States of America,North America and ANZ,2007,7.513,10.933,,68.22,0.872,0.197,0.633,0.374478042,31.4,,,5.817,0.0080717632750572,0.0073043141095238,0.4079856738565691
1616,Uruguay,Latin America and Caribbean,2018,6.372,9.98,0.917,69.0,0.876,-0.097,0.683,1.034956813,,,100.563,,0.0002996670054741913,0.0002144004198024509,0.3968723978027348
1617,Uruguay,Latin America and Caribbean,2017,6.336,9.968,0.914,68.9,0.898,-0.091,0.627,1.050780296,24.3,49.606,,14.561,0.00025394260164719376,0.0001941413548185997,0.3946453123452029
1618,Uruguay,Latin America and Caribbean,2016,6.171,9.946,0.9,68.8,0.886,-0.072,0.676,1.062580466,24.8,39.677,,12.23,0.0003020682658776061,0.0002080344180656132,0.396955003207192
1619,Uruguay,Latin America and Caribbean,2015,6.628,9.932,0.891,68.7,0.917,-0.032,0.673,1.004238248,24.3,,,,0.0004099080391450621,0.00023888452004906612,0.4012877039741153
1620,Uruguay,Latin America and Caribbean,2014,6.561,9.932,0.902,68.56,0.904,-0.073,0.533,0.991879582,24.2,,,,0.0003663314948972503,0.00020796654001620267,0.4011108260530498
1621,Uruguay,Latin America and Caribbean,2013,6.444,9.904,0.917,68.42,0.888,-0.043,0.586,0.804738224,24.9,,,,0.0004899225943305512,0.00023462584259687877,0.4045091104485787
1622,Uruguay,Latin America and Caribbean,2012,6.45,9.861,0.865,68.28,0.871,0.067,0.615,0.709167778,25.0,,,,0.0004488892678699682,0.0002393376134785728,0.3990057247243365
1623,Uruguay,Latin America and Caribbean,2011,6.554,9.83,0.891,68.14,0.851,-0.08,0.556,0.957096934,29.8,,,,0.00039568044720330144,0.0002344888419058915,0.4217531761728573
1624,Uruguay,Latin America and Caribbean,2010,6.062,9.782,0.893,68.0,0.832,-0.158,0.471,0.824986041,,,,,0.0005624523871297086,0.00032304043130809115,0.4447501635216661
1625,Uruguay,Latin America and Caribbean,2009,6.296,9.71,0.924,67.86,0.825,-0.118,0.544,0.789260983,,,,,0.000580800808069819,0.0002870019690478995,0.4554168166082925
1626,Uruguay,Latin America and Caribbean,2008,5.664,9.671,0.879,67.72,0.808,-0.143,0.597,0.845082819,,39.558,58.736,7.422,0.0005484674034681966,0.00030225948452327603,0.4508177986924139
1627,Uruguay,Latin America and Caribbean,2007,5.694,9.604,0.875,67.58,0.786,-0.165,0.614,0.835530937,,,,,0.0009060571616103477,0.0004266649744100711,0.464051328125742
1650,Vietnam,Southeast Asia,2018,5.296,8.934,0.832,67.9,0.909,-0.041,0.808,0.05850875,,,,,0.0021605952487437,0.0006477746854659524,0.3571554605834284
1652,Vietnam,Southeast Asia,2016,5.062,8.82,0.876,67.5,0.894,-0.09,0.799,0.233591929,,8.326,14.543,,0.0022926180086494,0.0007078390083515455,0.352667388835896
1654,Vietnam,Southeast Asia,2014,5.085,8.716,0.792,67.14,,0.0,,-0.022347357,,7.871,14.374,,0.0034511840640516,0.0009494528080041044,0.3475537549653075
1656,Vietnam,Southeast Asia,2012,5.535,8.626,0.775,66.82,0.856,-0.11,0.815,0.267358661,,8.255,14.605,,0.0027177470198826,0.0007554600850909521,0.3564588639173441
1658,Vietnam,Southeast Asia,2010,5.296,8.535,0.787,66.5,0.831,-0.006,0.743,0.148407876,29.1,7.145,12.405,,0.0056356040857709,0.0018154220494442,0.392527247820533
1660,Vietnam,Southeast Asia,2008,5.48,8.44,0.805,66.18,0.889,0.201,0.789,0.165260822,,6.698,10.284,,0.0247615591908231,0.0084453523227218,0.355703125332213
1666,Yemen,Middle East and North Africa,2014,3.968,8.117,0.638,54.3,0.664,-0.157,0.885,,7.1,2.936,8.178,0.196,0.0477733288723573,0.0169635775773313,0.3670709434270193
1676,Zambia,Sub-Saharan Africa,2015,4.843,8.144,0.691,53.8,0.759,-0.039,0.871,0.151694864,,,,,0.3189131684626344,0.203755479173725,0.559366359286027
1685,Zimbabwe,Sub-Saharan Africa,2017,3.638,8.016,0.754,55.0,0.753,-0.098,0.751,-0.708769321,,1.794,25.067,0.074,0.0938241871367906,0.0349742204171293,0.4433708207555918
1691,Zimbabwe,Sub-Saharan Africa,2011,4.846,7.846,0.865,48.12,0.633,-0.088,0.83,-0.945328534,17.0,0.809,13.068,0.196,0.0523777685098407,0.0168438877160844,0.4315357508988644
